,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
12093,2,management,married,tertiary,no,536,no,no,unknown,20,jun,75,3,-1,0,unknown,no
12094,1,technician,married,secondary,no,0,yes,yes,unknown,20,jun,8,5,-1,0,unknown,no
12095,0,management,single,secondary,no,311,yes,no,unknown,20,jun,23,13,-1,0,unknown,no
12096,2,admin.,single,secondary,no,2685,no,no,unknown,20,jun,78,2,-1,0,unknown,no
12097,0,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,unknown,no
12098,2,management,divorced,unknown,no,901,no,no,unknown,20,jun,7,3,-1,0,unknown,no
12099,1,unknown,married,secondary,no,11285,no,no,unknown,20,jun,13,5,-1,0,unknown,no
12100,0,student,single,secondary,no,715,yes,no,unknown,20,jun,31,10,-1,0,unknown,no
12101,1,technician,single,secondary,no,455,yes,no,unknown,20,jun,36,5,-1,0,unknown,no
12102,2,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,2,-1,0,unknown,no
12103,1,housemaid,married,primary,no,622,no,no,unknown,20,jun,55,5,-1,0,unknown,no
12104,2,blue-collar,married,secondary,no,1860,no,no,unknown,20,jun,496,3,-1,0,unknown,no
12105,1,management,married,tertiary,no,786,yes,no,unknown,20,jun,15,7,-1,0,unknown,no
12106,1,services,married,secondary,no,405,no,no,unknown,20,jun,87,3,-1,0,unknown,no
12107,1,management,single,tertiary,no,996,no,no,unknown,20,jun,17,2,-1,0,unknown,no
12108,1,management,single,secondary,no,2968,no,no,unknown,20,jun,30,4,-1,0,unknown,no
12109,2,self-employed,married,primary,no,1750,no,yes,unknown,20,jun,39,5,-1,0,unknown,no
12110,2,management,divorced,tertiary,no,1401,yes,no,unknown,20,jun,72,3,-1,0,unknown,no
12111,2,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,no
12112,2,unknown,married,tertiary,no,325,no,no,unknown,20,jun,63,15,-1,0,unknown,no
12113,0,blue-collar,married,secondary,no,2526,yes,no,unknown,20,jun,25,8,-1,0,unknown,no
12114,1,entrepreneur,married,tertiary,yes,-456,yes,yes,unknown,20,jun,42,7,-1,0,unknown,no
12115,1,self-employed,married,secondary,no,845,no,no,unknown,20,jun,76,4,-1,0,unknown,no
12116,1,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,no
12117,2,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,no
12118,2,blue-collar,married,primary,no,703,no,no,unknown,20,jun,24,7,-1,0,unknown,no
12119,2,blue-collar,married,primary,no,1033,no,no,unknown,20,jun,152,3,-1,0,unknown,no
12120,2,blue-collar,married,secondary,no,3129,no,no,unknown,20,jun,33,6,-1,0,unknown,no
12121,1,admin.,married,secondary,no,14902,yes,no,unknown,20,jun,31,6,-1,0,unknown,no
12122,1,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no
12123,1,services,single,secondary,no,1515,no,no,unknown,20,jun,14,4,-1,0,unknown,no
12124,2,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
12125,1,blue-collar,married,primary,no,1679,yes,no,unknown,20,jun,21,18,-1,0,unknown,no
12126,1,admin.,married,secondary,no,961,no,no,unknown,20,jun,314,2,-1,0,unknown,no
12127,2,blue-collar,married,unknown,no,111,no,no,unknown,20,jun,39,3,-1,0,unknown,no
12128,2,blue-collar,married,unknown,no,703,no,no,unknown,20,jun,37,3,-1,0,unknown,no
12129,1,management,married,tertiary,no,0,yes,no,unknown,20,jun,34,3,-1,0,unknown,no
12130,2,blue-collar,married,secondary,no,278,no,no,unknown,20,jun,250,3,-1,0,unknown,no
12131,1,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,no
12132,1,services,married,secondary,no,548,no,no,unknown,20,jun,216,2,-1,0,unknown,no
12133,2,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
12134,1,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no
12135,2,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no
12136,2,management,single,tertiary,no,0,no,no,unknown,20,jun,94,7,-1,0,unknown,no
12137,1,services,married,secondary,no,4,yes,no,unknown,20,jun,709,9,-1,0,unknown,no
12138,2,services,married,secondary,no,901,yes,no,unknown,20,jun,8,6,-1,0,unknown,no
12139,1,technician,divorced,unknown,no,1823,no,no,unknown,20,jun,43,2,-1,0,unknown,no
12140,1,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
12141,1,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,8,10,-1,0,unknown,no
12142,2,blue-collar,married,unknown,no,83,no,no,unknown,20,jun,38,5,-1,0,unknown,no
12143,1,blue-collar,married,primary,no,0,no,no,unknown,20,jun,19,2,-1,0,unknown,no
12144,1,management,married,tertiary,no,3083,no,no,unknown,20,jun,274,9,-1,0,unknown,no
12145,1,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,5,-1,0,unknown,yes
12146,2,technician,married,secondary,no,945,no,no,unknown,20,jun,16,8,-1,0,unknown,no
12147,2,unknown,married,unknown,no,361,no,no,unknown,20,jun,247,7,-1,0,unknown,no
12148,1,services,divorced,primary,yes,-475,no,no,unknown,20,jun,27,5,-1,0,unknown,no
12149,2,self-employed,married,primary,no,728,no,no,unknown,20,jun,112,4,-1,0,unknown,no
12150,1,management,married,secondary,no,13054,yes,no,unknown,20,jun,23,7,-1,0,unknown,no
12151,0,admin.,married,secondary,no,-111,yes,yes,unknown,20,jun,12,3,-1,0,unknown,no
12152,2,management,married,tertiary,no,1489,yes,no,unknown,20,jun,375,5,-1,0,unknown,no
12153,1,management,married,tertiary,no,0,no,no,unknown,20,jun,10,4,-1,0,unknown,no
12154,2,blue-collar,married,primary,no,1231,no,no,unknown,20,jun,21,3,-1,0,unknown,no
12155,0,admin.,single,tertiary,no,507,yes,no,unknown,20,jun,20,33,-1,0,unknown,no
12156,2,management,married,primary,no,4086,no,no,unknown,20,jun,14,3,-1,0,unknown,no
12157,1,management,married,tertiary,no,1451,yes,no,unknown,20,jun,11,12,-1,0,unknown,no
12158,1,technician,divorced,tertiary,no,21,yes,no,unknown,20,jun,9,7,-1,0,unknown,no
12159,1,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
12160,2,unemployed,married,secondary,no,733,yes,no,unknown,20,jun,21,3,-1,0,unknown,no
12161,1,management,married,tertiary,no,2031,yes,no,unknown,20,jun,7,3,-1,0,unknown,no
12162,1,blue-collar,married,primary,no,883,yes,yes,unknown,20,jun,18,5,-1,0,unknown,no
12163,1,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown,no
12164,2,blue-collar,married,secondary,no,2561,no,no,unknown,20,jun,13,6,-1,0,unknown,no
12165,2,technician,married,secondary,no,2394,no,yes,unknown,20,jun,61,2,-1,0,unknown,no
12166,1,services,single,primary,no,3715,yes,no,unknown,20,jun,6,17,-1,0,unknown,no
12167,2,housemaid,single,unknown,no,4639,no,no,unknown,20,jun,24,5,-1,0,unknown,no
12168,2,blue-collar,married,secondary,no,2944,no,no,unknown,20,jun,20,5,-1,0,unknown,no
12169,2,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178,3,-1,0,unknown,no
12170,0,blue-collar,married,secondary,no,2926,yes,no,unknown,20,jun,90,25,-1,0,unknown,no
12171,1,blue-collar,single,primary,no,1772,no,no,unknown,20,jun,19,7,-1,0,unknown,no
12172,1,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
12173,1,blue-collar,single,unknown,no,387,no,no,unknown,20,jun,114,10,-1,0,unknown,no
12174,2,management,married,tertiary,no,-190,no,no,unknown,20,jun,11,7,-1,0,unknown,no
12175,2,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,24,4,-1,0,unknown,no
12176,1,technician,married,tertiary,no,122,no,no,unknown,20,jun,44,5,-1,0,unknown,no
12177,1,blue-collar,divorced,secondary,yes,-12,no,yes,unknown,20,jun,714,4,-1,0,unknown,no
12178,1,technician,single,tertiary,no,1609,no,yes,unknown,20,jun,10,19,-1,0,unknown,no
12179,1,management,married,primary,no,98,no,no,unknown,20,jun,185,4,-1,0,unknown,no
12180,1,blue-collar,single,primary,no,1,no,no,unknown,20,jun,18,11,-1,0,unknown,no
12181,1,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,no
12182,2,management,married,tertiary,no,0,no,no,unknown,20,jun,26,4,-1,0,unknown,no
12183,1,blue-collar,married,secondary,no,95,no,yes,unknown,20,jun,61,4,-1,0,unknown,no
12184,1,management,married,tertiary,no,2316,no,no,unknown,20,jun,8,3,-1,0,unknown,no
12185,1,blue-collar,married,primary,no,-160,yes,no,unknown,20,jun,15,26,-1,0,unknown,no
12186,1,technician,married,secondary,no,738,no,no,unknown,20,jun,20,3,-1,0,unknown,no
12187,1,unknown,single,unknown,no,1239,no,no,unknown,20,jun,39,4,-1,0,unknown,no
12188,1,student,married,secondary,no,1309,no,no,unknown,20,jun,28,4,-1,0,unknown,no
12189,0,blue-collar,single,secondary,no,45,no,no,unknown,20,jun,13,12,-1,0,unknown,no
12190,0,admin.,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,no
12191,0,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,unknown,no
12192,1,management,single,tertiary,no,1269,no,no,unknown,20,jun,55,7,-1,0,unknown,no
12193,1,services,married,secondary,no,503,no,no,unknown,20,jun,13,4,-1,0,unknown,no
12194,2,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66,6,-1,0,unknown,no
12195,1,services,divorced,secondary,no,523,no,no,unknown,20,jun,35,7,-1,0,unknown,no
12196,0,blue-collar,single,secondary,no,94,yes,yes,unknown,20,jun,22,16,-1,0,unknown,no
12197,2,unemployed,divorced,tertiary,no,780,no,no,unknown,20,jun,447,2,-1,0,unknown,no
12198,2,blue-collar,married,secondary,no,2276,no,no,unknown,20,jun,83,3,-1,0,unknown,no
12199,1,admin.,married,tertiary,no,425,no,no,unknown,20,jun,11,4,-1,0,unknown,no
12200,2,technician,divorced,secondary,no,2816,no,no,unknown,20,jun,492,3,-1,0,unknown,no
12201,1,technician,single,tertiary,no,302,yes,no,unknown,20,jun,36,4,-1,0,unknown,no
12202,2,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,unknown,no
12203,2,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown,no
12204,1,blue-collar,married,secondary,no,344,yes,no,unknown,20,jun,11,18,-1,0,unknown,no
12205,1,technician,married,tertiary,no,-718,yes,no,unknown,20,jun,11,20,-1,0,unknown,no
12206,2,retired,single,primary,no,0,no,no,unknown,20,jun,9,16,-1,0,unknown,no
12207,1,blue-collar,married,primary,no,238,no,no,unknown,20,jun,6,3,-1,0,unknown,no
12208,1,student,single,secondary,no,904,no,no,unknown,20,jun,10,8,-1,0,unknown,no
12209,1,blue-collar,married,secondary,no,873,yes,no,unknown,20,jun,44,3,-1,0,unknown,no
12210,2,management,single,tertiary,no,1348,yes,no,unknown,20,jun,9,19,-1,0,unknown,no
12211,0,management,married,tertiary,no,-250,yes,no,unknown,20,jun,11,6,-1,0,unknown,no
12212,1,admin.,married,secondary,no,67,no,yes,unknown,20,jun,70,5,-1,0,unknown,no
12213,2,blue-collar,divorced,secondary,no,18,yes,no,unknown,20,jun,12,24,-1,0,unknown,no
12214,2,management,divorced,tertiary,no,-49,yes,no,unknown,20,jun,10,23,-1,0,unknown,no
12215,0,blue-collar,single,secondary,no,-267,yes,no,unknown,20,jun,86,4,-1,0,unknown,no
12216,1,technician,married,secondary,no,3492,yes,yes,unknown,20,jun,46,4,-1,0,unknown,no
12217,1,technician,single,tertiary,no,861,no,no,unknown,20,jun,32,5,-1,0,unknown,no
12218,2,unknown,married,unknown,no,778,no,no,unknown,20,jun,32,4,-1,0,unknown,no
12219,2,blue-collar,married,primary,no,1472,no,no,unknown,20,jun,36,4,-1,0,unknown,no
12220,2,blue-collar,married,unknown,no,-491,yes,no,unknown,20,jun,124,4,-1,0,unknown,no
12221,2,retired,married,tertiary,no,5769,no,no,unknown,20,jun,15,3,-1,0,unknown,no
12222,2,self-employed,married,secondary,no,1377,no,no,unknown,20,jun,9,2,-1,0,unknown,no
12223,2,admin.,married,unknown,no,2115,yes,no,unknown,20,jun,10,3,-1,0,unknown,no
12224,1,blue-collar,married,secondary,no,-35,yes,yes,unknown,20,jun,145,24,-1,0,unknown,no
12225,1,technician,married,tertiary,no,-218,no,no,unknown,20,jun,8,13,-1,0,unknown,no
12226,1,technician,single,secondary,no,10236,no,no,unknown,20,jun,10,3,-1,0,unknown,no
12227,1,housemaid,divorced,tertiary,no,2098,no,no,unknown,20,jun,81,3,-1,0,unknown,no
12228,1,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,no
12229,0,services,single,secondary,no,3856,yes,no,unknown,20,jun,16,28,-1,0,unknown,no
12230,1,unemployed,married,tertiary,no,1558,yes,no,unknown,20,jun,44,15,-1,0,unknown,no
12231,1,blue-collar,married,secondary,no,925,yes,yes,unknown,20,jun,22,8,-1,0,unknown,no
12232,1,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,152,5,-1,0,unknown,no
12233,1,unemployed,married,secondary,no,736,no,no,unknown,20,jun,13,2,-1,0,unknown,no
12234,2,services,married,secondary,no,0,no,yes,unknown,20,jun,51,2,-1,0,unknown,no
12235,2,retired,married,secondary,no,274,no,yes,unknown,20,jun,41,3,-1,0,unknown,no
12236,1,services,divorced,secondary,no,1529,no,no,unknown,20,jun,20,5,-1,0,unknown,no
12237,2,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,no
12238,2,retired,married,secondary,no,573,no,no,unknown,20,jun,53,11,-1,0,unknown,no
12239,2,admin.,married,primary,no,607,no,no,unknown,20,jun,29,2,-1,0,unknown,no
12240,1,management,married,tertiary,no,-1613,yes,no,unknown,20,jun,9,18,-1,0,unknown,no
12241,1,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
12242,1,blue-collar,divorced,secondary,no,1237,yes,no,unknown,20,jun,310,2,-1,0,unknown,no
12243,1,services,single,secondary,no,0,no,no,unknown,20,jun,204,2,-1,0,unknown,no
12244,2,self-employed,married,secondary,no,17339,no,no,unknown,20,jun,50,11,-1,0,unknown,no
12245,2,unknown,married,secondary,no,4846,no,no,unknown,20,jun,638,9,-1,0,unknown,no
12246,1,self-employed,single,primary,no,112,no,no,unknown,20,jun,298,4,-1,0,unknown,no
12247,1,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,4,-1,0,unknown,yes
12248,0,blue-collar,married,secondary,no,1661,yes,no,unknown,23,jun,123,2,-1,0,unknown,no
12249,0,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,-1,0,unknown,yes
12250,0,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,yes
12251,0,blue-collar,married,secondary,no,490,yes,no,unknown,23,jun,82,5,-1,0,unknown,no
12252,0,technician,single,secondary,no,4659,yes,no,unknown,23,jun,53,4,-1,0,unknown,no
12253,0,blue-collar,single,secondary,no,-350,yes,no,unknown,23,jun,95,3,-1,0,unknown,no
12254,0,blue-collar,single,secondary,yes,-580,yes,no,unknown,23,jun,123,2,-1,0,unknown,no
12255,2,unemployed,divorced,secondary,no,0,no,no,unknown,23,jun,598,2,-1,0,unknown,no
12256,2,blue-collar,divorced,unknown,no,1363,no,no,unknown,23,jun,54,3,-1,0,unknown,no
12257,2,technician,married,secondary,no,77,yes,no,unknown,23,jun,364,2,-1,0,unknown,no
12258,2,retired,divorced,primary,no,1420,no,no,unknown,23,jun,655,4,-1,0,unknown,no
12259,2,management,married,tertiary,no,2716,no,no,unknown,23,jun,339,4,-1,0,unknown,no
12260,1,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,-1,0,unknown,yes
12261,2,services,married,secondary,no,1400,no,no,unknown,23,jun,25,2,-1,0,unknown,no
12262,2,management,single,tertiary,no,940,no,no,unknown,23,jun,216,3,-1,0,unknown,no
12263,1,management,married,tertiary,yes,-1036,yes,yes,unknown,23,jun,41,2,-1,0,unknown,no
12264,0,technician,married,secondary,no,1,yes,no,unknown,24,jun,165,5,-1,0,unknown,no
12265,1,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,unknown,no
12266,0,blue-collar,single,tertiary,no,350,yes,no,unknown,24,jun,137,5,-1,0,unknown,no
12267,1,management,divorced,tertiary,yes,20,no,yes,unknown,24,jun,62,5,-1,0,unknown,no
12268,2,management,married,tertiary,no,5804,no,no,unknown,24,jun,56,3,-1,0,unknown,no
12269,1,housemaid,married,secondary,no,341,no,no,unknown,24,jun,790,3,-1,0,unknown,no
12270,1,blue-collar,married,secondary,no,56,no,no,unknown,24,jun,481,6,-1,0,unknown,no
12271,2,management,married,unknown,no,1046,yes,no,unknown,24,jun,32,3,-1,0,unknown,no
12272,1,management,married,primary,no,107,no,no,unknown,24,jun,183,3,-1,0,unknown,no
12273,2,blue-collar,single,secondary,no,2288,no,no,unknown,24,jun,114,4,-1,0,unknown,no
12274,2,admin.,single,secondary,no,1318,no,yes,unknown,24,jun,146,3,-1,0,unknown,no
12275,1,housemaid,married,primary,no,1343,yes,no,unknown,24,jun,404,3,-1,0,unknown,no
12276,0,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown,yes
12277,0,technician,married,tertiary,no,1197,yes,no,unknown,24,jun,351,3,-1,0,unknown,no
12278,2,housemaid,married,primary,no,0,no,no,unknown,24,jun,51,8,-1,0,unknown,no
12279,2,blue-collar,married,secondary,no,3815,no,no,unknown,24,jun,237,3,-1,0,unknown,no
12280,1,admin.,married,secondary,no,8652,yes,no,unknown,24,jun,103,6,-1,0,unknown,no
12281,2,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,no
12282,0,entrepreneur,single,tertiary,no,0,no,no,unknown,25,jun,347,1,-1,0,unknown,no
12283,0,blue-collar,married,secondary,no,214,yes,yes,unknown,25,jun,372,5,-1,0,unknown,no
12284,2,technician,single,tertiary,no,711,no,no,unknown,25,jun,411,1,-1,0,unknown,no
12285,2,housemaid,married,primary,no,57,no,yes,unknown,25,jun,151,1,-1,0,unknown,no
12286,2,technician,married,tertiary,no,-91,no,no,unknown,25,jun,157,1,-1,0,unknown,no
12287,2,blue-collar,married,secondary,no,-253,no,no,unknown,25,jun,43,1,-1,0,unknown,no
12288,2,services,married,secondary,no,25,no,yes,unknown,25,jun,167,2,-1,0,unknown,no
12289,2,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
12290,2,blue-collar,married,secondary,no,2592,yes,no,unknown,25,jun,249,1,-1,0,unknown,no
12291,0,technician,married,secondary,no,1,no,yes,unknown,25,jun,53,1,-1,0,unknown,no
12292,2,retired,married,primary,no,-468,no,yes,unknown,25,jun,268,1,-1,0,unknown,no
12293,2,retired,married,primary,no,37,no,no,unknown,25,jun,259,2,-1,0,unknown,no
12294,2,services,married,secondary,no,-1136,no,yes,unknown,25,jun,155,1,-1,0,unknown,no
12295,0,admin.,single,secondary,no,1,no,no,unknown,25,jun,247,1,-1,0,unknown,no
12296,2,technician,married,secondary,no,80,no,yes,unknown,25,jun,100,1,-1,0,unknown,no
12297,1,self-employed,married,tertiary,no,-266,no,yes,unknown,25,jun,322,1,-1,0,unknown,no
12298,1,services,divorced,secondary,no,0,yes,yes,unknown,25,jun,93,2,-1,0,unknown,no
12299,2,services,married,secondary,no,-835,yes,yes,unknown,25,jun,231,1,-1,0,unknown,no
12300,2,technician,divorced,secondary,no,129,no,no,unknown,25,jun,75,2,-1,0,unknown,no
12301,2,blue-collar,divorced,secondary,no,314,no,no,unknown,25,jun,67,2,-1,0,unknown,no
12302,1,technician,single,secondary,no,-15,no,no,unknown,25,jun,71,1,-1,0,unknown,no
12303,2,housemaid,married,secondary,no,594,yes,yes,unknown,25,jun,151,1,-1,0,unknown,no
12304,1,blue-collar,divorced,unknown,no,0,no,yes,unknown,25,jun,91,2,-1,0,unknown,no
12305,0,unemployed,married,secondary,no,3242,no,no,unknown,25,jun,292,2,-1,0,unknown,no
12306,0,blue-collar,divorced,secondary,no,0,yes,no,unknown,25,jun,281,3,-1,0,unknown,no
12307,1,management,single,tertiary,no,433,yes,no,unknown,25,jun,375,2,-1,0,unknown,no
12308,1,blue-collar,married,primary,no,720,no,no,unknown,25,jun,168,8,-1,0,unknown,no
12309,1,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
12310,1,admin.,married,secondary,no,400,yes,yes,unknown,25,jun,103,5,-1,0,unknown,no
12311,1,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,no
12312,0,management,single,tertiary,no,42,yes,no,unknown,26,jun,91,4,-1,0,unknown,no
12313,2,blue-collar,divorced,secondary,yes,0,no,yes,unknown,26,jun,622,3,-1,0,unknown,no
12314,1,self-employed,single,tertiary,no,3759,no,no,unknown,26,jun,650,2,-1,0,unknown,no
12315,1,technician,married,secondary,no,0,no,yes,unknown,26,jun,178,2,-1,0,unknown,no
12316,0,unemployed,married,secondary,no,0,no,yes,unknown,26,jun,465,2,-1,0,unknown,no
12317,2,admin.,married,secondary,no,0,yes,yes,unknown,26,jun,626,2,-1,0,unknown,no
12318,1,blue-collar,married,secondary,no,74,yes,no,unknown,26,jun,322,2,-1,0,unknown,no
12319,0,admin.,married,secondary,no,159,no,yes,unknown,26,jun,177,1,-1,0,unknown,no
12320,0,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown,yes
12321,0,admin.,single,tertiary,no,328,yes,yes,unknown,26,jun,271,1,-1,0,unknown,no
12322,2,retired,divorced,tertiary,no,1349,no,yes,unknown,26,jun,198,2,-1,0,unknown,no
12323,0,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,3,-1,0,unknown,yes
12324,2,services,married,secondary,no,-1,no,yes,unknown,26,jun,138,3,-1,0,unknown,no
12325,2,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
12326,2,blue-collar,married,secondary,no,341,yes,yes,unknown,26,jun,251,3,-1,0,unknown,no
12327,0,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,no
12328,2,technician,divorced,secondary,no,-53,yes,yes,unknown,26,jun,253,1,-1,0,unknown,no
12329,1,services,divorced,tertiary,no,2279,no,yes,unknown,26,jun,344,1,-1,0,unknown,no
12330,0,management,single,tertiary,no,282,yes,no,unknown,26,jun,301,4,-1,0,unknown,no
12331,1,technician,married,secondary,no,-153,no,yes,unknown,26,jun,197,1,-1,0,unknown,no
12332,1,blue-collar,married,secondary,no,2103,no,yes,unknown,26,jun,71,1,-1,0,unknown,no
12333,1,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
12334,2,admin.,married,secondary,no,192,no,yes,unknown,26,jun,93,1,-1,0,unknown,no
12335,0,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,1,-1,0,unknown,no
12336,2,services,single,secondary,no,8289,no,no,unknown,26,jun,133,2,-1,0,unknown,no
12337,2,technician,married,tertiary,no,157,no,no,unknown,26,jun,150,1,-1,0,unknown,no
12338,0,blue-collar,married,secondary,no,-295,yes,no,unknown,26,jun,150,2,-1,0,unknown,no
12339,1,admin.,divorced,secondary,no,303,no,no,unknown,26,jun,182,2,-1,0,unknown,no
12340,1,blue-collar,single,primary,no,367,no,no,unknown,26,jun,277,1,-1,0,unknown,no
12341,0,blue-collar,married,secondary,no,196,yes,no,unknown,26,jun,176,7,-1,0,unknown,no
12342,0,admin.,single,secondary,no,681,yes,no,unknown,26,jun,105,3,-1,0,unknown,no
12343,2,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown,no
12344,1,blue-collar,married,primary,no,71,no,no,unknown,26,jun,138,2,-1,0,unknown,no
12345,0,technician,single,secondary,no,-266,no,yes,unknown,26,jun,667,3,-1,0,unknown,no
12346,2,housemaid,married,primary,no,43,no,yes,unknown,26,jun,464,3,-1,0,unknown,no
12347,0,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown,yes
12348,0,blue-collar,single,secondary,yes,130,no,no,unknown,26,jun,406,2,-1,0,unknown,no
12349,1,management,married,tertiary,no,24,yes,no,unknown,26,jun,243,2,-1,0,unknown,no
12350,1,blue-collar,married,secondary,no,72,yes,no,unknown,26,jun,110,3,-1,0,unknown,no
12351,2,admin.,married,secondary,no,6207,yes,no,unknown,26,jun,113,5,-1,0,unknown,no
12352,2,entrepreneur,married,tertiary,no,625,no,no,unknown,26,jun,48,4,-1,0,unknown,no
12353,2,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
12354,1,self-employed,single,tertiary,no,4294,no,no,unknown,26,jun,529,4,-1,0,unknown,no
12355,0,blue-collar,single,primary,no,6100,yes,no,unknown,26,jun,45,2,-1,0,unknown,no
12356,0,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,0,unknown,no
12357,0,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,6,-1,0,unknown,yes
12358,0,admin.,married,secondary,no,187,no,yes,unknown,27,jun,381,3,-1,0,unknown,no
12359,0,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,-1,0,unknown,yes
12360,2,services,married,secondary,no,1160,yes,no,unknown,27,jun,59,4,-1,0,unknown,no
12361,1,services,married,secondary,no,-618,no,yes,unknown,27,jun,198,2,-1,0,unknown,no
12362,0,technician,married,secondary,no,594,yes,no,unknown,27,jun,433,4,-1,0,unknown,no
12363,2,services,married,primary,no,931,no,no,unknown,27,jun,159,2,-1,0,unknown,no
12364,0,services,single,secondary,no,1487,no,yes,unknown,27,jun,207,3,-1,0,unknown,no
12365,0,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no
12366,0,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,no
12367,2,retired,married,secondary,no,-418,no,yes,unknown,27,jun,95,1,-1,0,unknown,no
12368,0,blue-collar,married,primary,no,62,no,no,unknown,27,jun,213,1,-1,0,unknown,no
12369,0,housemaid,married,primary,no,7,no,yes,unknown,27,jun,110,1,-1,0,unknown,no
12370,2,retired,married,primary,no,0,no,yes,unknown,27,jun,747,1,-1,0,unknown,no
12371,0,blue-collar,married,secondary,no,1128,yes,yes,unknown,27,jun,111,3,-1,0,unknown,no
12372,0,blue-collar,single,secondary,no,820,yes,no,unknown,27,jun,302,2,-1,0,unknown,no
12373,1,management,married,tertiary,no,544,yes,no,unknown,27,jun,154,6,-1,0,unknown,no
12374,2,housemaid,married,primary,no,85,no,no,unknown,27,jun,194,1,-1,0,unknown,no
12375,2,management,married,tertiary,no,877,no,yes,unknown,27,jun,181,1,-1,0,unknown,no
12376,2,retired,married,primary,no,2,no,no,unknown,27,jun,392,4,-1,0,unknown,no
12377,2,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
12378,0,blue-collar,single,unknown,no,373,yes,no,unknown,27,jun,634,2,-1,0,unknown,no
12379,2,blue-collar,married,primary,no,-238,no,no,unknown,27,jun,79,1,-1,0,unknown,no
